Item_Number,Temperature_A,Temperature_B,Temperature_C,Temperature_D,Time_in_Days,Humidity_A,Humidity_B,Humidity_C,Humidity_D,Medicine
4387,81,52,27,90,57,43,27,40,30,A
4388,79,1,40,6,78,66,65,28,53,B
4389,15,29,35,48,82,35,56,59,52,A
4390,67,30,35,33,68,46,34,40,36,B
4391,92,15,94,50,72,61,46,34,20,B
4392,14,62,58,51,65,40,34,68,51,A
4393,9,84,79,64,76,66,39,20,54,B
4394,88,95,0,73,61,62,50,51,62,A
4395,4,9,54,73,63,21,39,35,69,B
4396,81,24,43,72,62,28,53,63,23,B
4397,37,10,87,55,57,50,68,38,53,B
4398,20,66,76,6,39,65,63,57,48,B
4399,96,74,69,94,42,21,26,66,27,A
4400,31,30,40,44,57,44,62,59,58,B
4401,43,51,97,30,38,60,28,41,43,A
4402,25,98,30,63,36,22,58,59,50,A
4403,48,35,66,38,37,43,44,28,43,B
4404,98,36,71,75,42,64,54,47,67,B
4405,89,18,70,11,67,52,69,53,69,B
4406,27,12,85,9,49,44,66,61,66,A
4407,45,17,92,11,46,60,23,20,24,B
4408,71,16,12,35,66,36,31,63,21,A
4409,44,95,80,10,59,36,68,57,64,A
4410,76,84,79,10,37,33,34,21,67,A
4411,11,65,29,2,76,45,60,65,59,A
4412,27,23,23,42,40,56,51,26,35,B
4413,96,9,45,50,64,56,41,48,26,A
4414,25,6,74,88,59,24,55,20,26,A
4415,28,4,41,91,69,36,23,30,36,A
4416,97,40,86,91,89,52,57,22,57,A
4417,91,30,40,41,69,62,63,53,39,B
4418,55,39,38,74,88,63,58,28,35,A
4419,90,80,32,14,68,48,41,36,47,A
4420,76,78,75,34,86,52,61,61,31,B
4421,7,99,75,42,75,58,63,67,22,A
4422,34,85,80,27,52,60,62,29,46,A
4423,0,70,33,5,38,35,47,54,50,A
4424,64,84,69,64,68,58,57,25,20,B
4425,90,76,94,53,37,35,68,64,24,A
4426,82,25,45,36,34,31,60,25,47,B
4427,52,35,59,91,42,44,59,56,64,B
4428,91,47,76,45,42,44,65,40,26,A
4429,82,49,79,38,47,66,50,28,22,A
4430,58,86,24,27,86,68,53,36,26,A
4431,45,97,78,63,86,43,57,22,55,B
4432,58,79,41,6,53,54,21,47,46,B
4433,3,70,96,73,81,48,67,32,25,A
4434,69,58,25,79,89,69,41,50,25,A
4435,75,53,43,33,72,53,37,40,56,B
4436,49,79,15,28,79,29,21,40,21,A
4437,20,98,38,75,85,60,60,37,20,A
4438,18,30,15,2,45,34,43,22,60,B
4439,26,13,9,89,63,55,37,65,54,B
4440,87,18,58,42,49,51,35,55,25,B
4441,97,68,93,41,66,60,64,29,41,A
4442,2,48,97,73,58,68,31,56,56,A
4443,62,47,73,99,88,68,36,28,31,A
4444,9,49,54,55,44,46,60,52,50,B
4445,97,26,56,10,87,51,20,42,58,B
4446,39,97,77,24,89,52,65,33,39,A
4447,86,3,41,78,51,62,56,28,32,B
4448,9,18,14,91,80,63,38,60,40,A
4449,86,90,93,71,64,31,57,29,68,B
4450,12,49,77,99,63,60,69,29,43,A
4451,12,78,32,71,35,41,45,56,28,A
4452,40,67,56,74,52,60,63,41,62,A
4453,73,48,74,80,66,43,27,28,64,B
4454,50,88,34,80,37,63,27,63,25,A
4455,82,51,3,26,46,26,49,42,66,A
4456,75,69,8,63,39,63,25,54,62,A
4457,38,75,94,64,75,32,25,38,27,A
4458,62,80,21,43,51,21,53,34,37,B
4459,88,72,87,63,33,49,45,62,25,B
4460,36,31,74,20,83,46,53,61,21,B
4461,41,98,84,57,41,28,65,36,47,A
4462,93,41,42,69,83,35,20,41,58,A
4463,13,81,64,18,89,69,25,56,48,A
4464,66,17,33,57,59,47,36,28,65,B
4465,45,61,19,31,59,51,57,62,20,A
4466,97,7,72,35,56,25,62,29,37,B
4467,8,49,78,46,72,29,57,60,27,B
4468,26,92,86,93,34,20,34,44,51,B
4469,18,52,69,81,86,41,29,41,66,A
4470,96,26,91,28,36,22,33,43,22,B
4471,90,74,91,88,42,31,24,69,64,B
4472,78,42,21,80,39,52,38,56,48,B
4473,60,50,52,15,76,48,59,53,62,A
4474,8,1,77,18,74,28,54,66,67,A
4475,50,82,43,15,84,66,33,43,37,B
4476,27,6,8,53,71,61,65,53,36,A
4477,14,12,83,74,74,45,57,29,24,B
4478,67,9,33,35,50,33,57,38,24,A
4479,74,61,86,84,46,38,37,29,38,B
4480,12,52,15,44,60,20,59,27,56,A
4481,7,3,53,56,78,64,59,57,58,A
4482,50,68,11,64,45,65,54,65,51,B
4483,21,11,11,69,51,31,67,21,56,A
4484,61,58,77,60,54,33,46,51,62,B
4485,56,92,81,39,34,26,41,60,68,B
4486,85,87,1,74,75,61,41,20,56,A
4487,52,15,47,86,86,37,36,57,52,A
4488,32,46,33,21,38,65,50,20,68,A
4489,67,49,93,67,67,64,64,64,67,B
4490,51,60,84,62,79,44,61,42,47,B
4491,90,96,87,67,51,36,51,62,49,B
4492,53,95,41,78,37,57,51,49,51,B
4493,83,52,71,25,57,44,41,39,29,A
4494,71,2,8,79,79,64,69,69,38,B
4495,48,58,81,12,65,29,37,27,24,A
4496,17,87,72,48,65,68,46,54,68,B
4497,44,60,84,18,89,60,67,36,41,A
4498,87,60,61,51,77,44,23,45,59,B
4499,99,61,59,67,48,61,59,36,48,A
4500,88,90,92,12,66,21,27,50,22,A
4501,38,48,80,43,32,59,63,30,57,A
4502,8,99,85,79,37,65,40,40,22,B
4503,97,21,81,74,87,25,54,52,55,B
4504,37,4,92,26,74,46,29,36,32,A
4505,46,59,55,46,63,53,37,48,26,A
4506,98,42,28,9,74,42,48,38,24,B
4507,25,37,16,6,53,56,65,61,37,A
4508,63,2,56,25,85,48,59,58,35,A
4509,81,48,67,7,47,30,23,28,51,A
4510,15,90,42,69,67,47,30,21,22,A
4511,38,41,15,29,32,41,57,41,63,B
4512,80,35,47,63,40,58,37,41,29,A
4513,40,10,8,39,47,60,67,53,27,A
4514,84,62,16,21,39,55,48,63,66,B
4515,70,44,10,52,75,33,69,42,66,B
4516,95,46,81,45,60,45,48,59,62,B
4517,46,56,6,1,66,62,28,68,27,B
4518,84,31,42,22,54,67,58,23,49,A
4519,18,43,48,23,87,41,63,62,59,B
4520,52,67,16,96,55,63,40,24,62,A
4521,7,34,68,41,33,37,43,22,36,B
4522,66,97,52,77,60,68,46,29,24,B
4523,81,70,55,51,38,67,49,66,44,B
4524,1,7,21,89,72,51,65,33,27,A
4525,25,70,36,81,80,55,38,54,27,B
4526,21,29,41,57,56,20,52,37,26,A
4527,47,15,63,58,64,34,66,51,67,A
4528,87,89,39,97,41,33,45,63,55,B
4529,71,0,14,46,39,25,29,36,29,B
4530,96,20,19,79,71,40,31,25,60,A
4531,49,9,27,93,44,24,53,31,67,B
4532,22,49,1,97,54,33,33,59,31,A
4533,82,57,35,70,69,45,51,61,46,B
4534,18,32,55,63,84,52,45,29,46,A
4535,21,97,14,63,87,39,69,40,32,B
4536,42,95,28,37,80,38,29,43,56,A
4537,53,33,53,61,62,33,52,41,27,B
4538,15,39,73,45,59,25,56,21,33,A
4539,90,73,1,79,88,64,62,21,41,A
4540,73,45,80,0,55,20,56,48,58,A
4541,43,6,46,46,36,51,59,67,24,B
4542,49,68,60,98,70,30,27,42,26,B
4543,10,77,7,2,43,68,31,67,53,A
4544,44,46,12,97,39,67,47,42,20,A
4545,41,96,64,96,76,33,38,30,68,B
4546,55,90,63,98,32,59,29,69,42,B
4547,36,68,34,73,66,37,28,54,39,B
4548,5,72,79,56,76,25,41,52,52,B
4549,81,60,19,95,52,21,36,30,53,A
4550,79,96,78,81,69,65,63,26,55,B
4551,25,66,62,92,42,55,24,39,27,B
4552,55,52,96,69,40,27,46,68,42,A
4553,49,74,65,21,64,37,63,68,54,A
4554,29,92,49,28,77,49,48,46,45,B
4555,11,42,92,56,43,49,27,57,58,B
4556,67,96,93,58,39,44,55,26,65,A
4557,28,45,63,97,38,37,21,67,21,B
4558,94,74,65,55,38,56,51,47,53,A
4559,62,80,58,67,31,21,35,68,49,A
4560,4,1,85,48,43,56,63,46,62,B
4561,61,52,61,97,53,62,44,51,37,A
4562,47,46,73,39,34,27,66,34,50,B
4563,32,63,70,58,63,24,20,34,68,A
4564,88,53,0,81,77,54,28,35,38,B
4565,68,8,51,4,63,22,46,66,47,A
4566,6,83,5,66,85,60,55,60,24,B
4567,85,83,94,41,35,40,61,49,32,B
4568,42,51,72,2,71,22,43,54,44,B
4569,17,51,42,13,38,65,68,43,26,B
4570,96,34,1,9,50,52,29,47,33,B
4571,61,13,78,26,62,44,54,27,27,B
4572,53,88,39,68,78,32,53,69,46,B
4573,62,77,26,76,33,36,51,57,51,B
4574,1,27,6,45,81,69,51,56,32,B
4575,74,70,39,14,62,23,53,50,44,B
4576,30,65,86,48,62,28,20,64,64,A
4577,57,80,22,54,68,35,64,53,21,A
4578,51,80,26,34,86,67,39,56,65,A
4579,23,31,10,14,87,33,24,63,69,B
4580,57,42,45,49,53,54,50,27,22,B
4581,41,48,30,84,31,56,46,23,64,A
4582,85,97,67,73,76,36,60,48,21,B
4583,7,90,52,92,84,29,54,38,68,B
4584,23,31,31,71,67,37,38,48,63,B
4585,61,85,4,93,58,66,50,20,26,B
4586,28,36,24,44,79,33,32,39,45,A
4587,43,93,29,12,88,20,39,53,21,A
4588,73,54,32,96,36,23,59,63,25,A
4589,54,42,2,47,73,33,46,66,58,B
4590,17,63,45,42,72,58,24,66,38,A
4591,64,12,49,6,48,37,68,66,32,B
4592,52,72,62,70,43,64,59,33,28,B
4593,42,14,89,70,71,53,38,66,52,A
4594,2,34,96,26,80,39,50,31,48,B
4595,40,8,71,88,58,26,34,52,34,B
4596,88,45,24,60,31,50,39,37,66,B
4597,26,29,17,11,83,50,26,62,41,A
4598,13,22,32,37,42,28,53,67,47,B
4599,64,31,19,44,39,68,21,61,54,B
4600,16,36,56,65,42,36,69,45,27,B
4601,66,59,37,83,66,69,58,22,45,A
4602,95,76,21,57,32,49,69,51,54,B
4603,24,72,70,96,35,32,68,62,56,B
4604,94,88,93,6,36,33,50,30,38,A
4605,22,53,31,33,68,46,24,55,34,A
4606,17,81,1,37,72,50,41,59,27,A
4607,59,18,43,37,53,29,63,36,38,A
4608,22,41,1,53,59,51,27,25,38,B
4609,37,29,85,86,84,66,32,35,34,A
4610,8,84,84,3,48,21,29,29,59,B
4611,99,31,31,2,87,60,28,53,57,B
4612,5,34,24,98,76,59,29,58,67,A
4613,87,74,66,0,77,29,50,46,43,B
4614,59,62,95,53,36,35,41,43,51,A
4615,2,84,90,57,31,53,64,25,51,B
4616,15,4,38,73,52,61,23,24,41,B
4617,55,54,91,67,73,30,39,46,35,A
4618,16,53,2,15,47,54,23,66,22,B
4619,18,93,66,86,49,57,26,24,67,B
4620,61,98,88,74,57,23,67,48,24,B
4621,10,19,46,39,82,31,52,66,62,A
4622,56,84,80,62,54,20,52,26,31,B
4623,77,49,20,97,65,57,50,44,49,A
4624,20,83,12,17,46,39,34,64,45,B
4625,68,14,3,66,34,42,27,51,23,B
4626,18,93,34,78,44,63,33,39,64,B
4627,10,17,78,97,32,30,52,42,60,A
4628,18,69,79,51,67,65,66,35,56,B
4629,19,98,23,95,35,59,30,66,41,B
4630,76,45,32,86,62,53,43,35,43,B
4631,90,38,34,39,80,22,33,62,35,B
4632,44,19,93,47,60,62,54,26,48,B
4633,1,73,56,47,79,57,26,44,47,A
4634,39,30,70,3,49,53,43,28,37,A
4635,54,2,59,70,51,44,68,50,27,B
4636,46,38,66,36,62,27,67,39,47,B
4637,86,69,88,7,41,42,38,64,29,A
4638,75,12,8,8,40,25,26,63,64,A
4639,95,22,62,34,51,47,55,67,39,B
4640,28,91,69,55,75,68,29,53,40,B
4641,68,61,25,42,48,50,47,24,49,A
4642,20,32,41,9,58,63,36,31,41,B
4643,39,94,96,97,49,61,60,62,54,A
4644,90,57,82,63,80,46,48,50,52,B
4645,55,24,18,33,37,47,58,64,46,B
4646,31,79,54,33,67,34,42,45,20,A
4647,77,72,16,5,35,32,21,42,30,B
4648,74,89,99,83,77,64,20,53,52,A
4649,36,8,74,6,54,65,31,21,56,B
4650,57,71,25,35,78,69,56,34,48,A
4651,25,44,88,12,74,56,24,68,46,A
4652,66,69,68,42,63,65,38,33,30,B
4653,23,91,33,7,60,31,69,60,51,B
4654,64,72,44,46,79,68,54,56,24,B
4655,31,1,6,65,70,55,37,29,31,B
4656,4,62,78,98,31,64,67,39,45,B
4657,10,17,64,68,56,64,61,48,54,A
4658,52,11,37,85,60,57,53,27,61,B
4659,1,80,87,83,34,52,37,34,30,A
4660,70,39,32,36,78,59,33,55,41,A
4661,34,8,4,56,84,53,64,40,66,A
4662,11,76,9,11,71,55,50,33,40,B
4663,10,18,70,82,82,66,69,53,25,A
4664,47,1,43,69,48,43,52,37,50,A
4665,60,41,73,83,76,58,53,61,58,A
4666,9,25,31,61,51,30,34,53,53,B
4667,14,32,32,51,82,66,66,40,53,A
4668,28,7,70,61,44,59,31,58,62,B
4669,15,83,91,63,64,50,31,54,24,B
4670,71,22,64,70,32,68,58,48,50,A
4671,59,20,2,83,77,37,54,48,50,B
4672,99,90,40,62,30,57,31,56,64,A
4673,36,16,43,66,47,49,59,47,24,B
4674,55,72,12,89,68,57,65,27,47,B
4675,84,81,31,24,49,22,63,55,37,B
4676,75,85,97,44,63,29,47,23,44,A
4677,3,12,13,36,71,64,37,54,31,B
4678,97,85,75,96,42,64,53,54,35,A
4679,92,32,25,75,37,57,37,31,63,A
4680,36,60,23,42,85,34,69,40,46,B
4681,17,7,81,74,36,63,28,35,37,B
4682,29,68,89,83,78,47,62,38,28,B
4683,67,45,4,37,73,66,69,39,23,A
4684,96,80,27,0,47,51,41,54,20,B
4685,36,3,66,58,40,39,39,34,36,B
4686,58,96,82,61,60,42,56,33,42,A
4687,54,45,16,81,74,30,47,53,68,A
4688,31,59,65,60,72,26,42,28,65,B
4689,57,73,8,54,44,68,27,67,63,B
4690,54,83,35,39,31,64,21,69,58,A
4691,73,31,5,21,62,61,55,69,39,B
4692,76,63,37,7,82,20,65,64,41,A
4693,90,36,9,19,35,47,52,22,65,A
4694,84,39,21,11,47,47,53,29,34,A
4695,98,78,14,13,64,53,65,45,33,B
4696,81,38,50,45,41,22,32,48,42,A
4697,73,17,75,93,84,69,45,67,68,B
4698,95,32,10,50,56,34,28,45,39,B
4699,54,29,41,54,45,37,24,50,58,B
4700,32,30,50,45,85,52,55,50,32,B
4701,65,30,91,41,78,25,67,62,39,B
4702,52,77,32,9,64,53,49,63,54,B
4703,69,92,18,8,69,34,61,60,25,A
4704,79,73,91,3,87,51,50,46,55,B
4705,78,60,31,91,48,23,33,56,42,B
4706,21,20,82,13,36,54,56,66,27,A
4707,77,28,89,36,58,35,63,66,32,B
4708,81,14,47,26,62,51,64,45,64,B
4709,88,88,79,93,38,64,52,25,21,B
4710,58,73,0,56,84,56,40,47,44,A
4711,31,78,44,93,52,67,24,50,39,A
4712,51,69,95,76,61,46,60,48,56,B
4713,36,56,81,8,86,26,46,50,43,B
4714,17,9,69,22,43,64,20,53,53,B
4715,34,46,19,16,70,67,21,68,61,A
4716,67,91,99,95,60,23,21,49,47,B
4717,85,0,82,88,83,66,61,23,58,A
4718,68,16,88,67,44,20,49,32,60,A
4719,14,17,23,8,44,37,49,69,67,A
4720,91,54,9,35,50,43,22,49,59,A
4721,59,78,86,57,70,49,66,64,44,A
4722,66,91,92,66,71,44,23,47,45,B
4723,12,81,77,89,69,58,36,60,31,B
4724,25,95,25,28,33,65,35,34,49,B
4725,4,42,61,65,52,42,59,42,42,B
4726,85,4,59,12,36,44,62,53,38,B
4727,20,88,20,13,43,20,36,61,57,A
4728,9,35,32,22,79,53,45,38,56,B
4729,94,39,40,93,50,45,56,26,62,B
4730,88,27,17,66,32,31,32,49,59,B
4731,95,98,23,52,84,20,34,44,35,A
4732,47,37,13,61,45,27,48,68,54,A
4733,82,20,79,75,56,67,23,64,35,B
4734,65,50,17,44,60,58,49,28,30,A
4735,62,91,89,1,75,59,61,66,26,B
4736,1,76,13,86,58,65,54,44,21,A
4737,18,9,7,24,82,27,60,20,53,A
4738,11,19,79,48,59,28,47,57,56,A
4739,59,47,68,32,30,38,27,32,28,A
4740,86,92,14,62,51,34,47,49,31,A
4741,39,17,20,96,77,24,58,26,44,B
4742,51,72,48,73,45,65,42,60,33,A
4743,32,78,57,54,86,65,22,69,35,A
4744,23,75,15,90,44,37,52,52,63,A
4745,25,46,15,9,34,39,40,40,24,B
4746,62,20,45,4,73,46,51,60,46,B
4747,53,88,78,83,85,57,25,43,64,B
4748,54,80,35,15,64,31,29,61,63,B
4749,38,11,45,2,33,51,26,23,24,A
4750,21,67,21,94,42,27,37,50,26,B
4751,7,11,33,76,57,29,39,35,66,A
4752,91,38,38,29,80,65,29,60,32,B
4753,92,5,94,14,74,63,24,60,68,B
4754,51,64,15,57,35,26,20,39,48,A
4755,60,18,90,88,37,41,29,27,23,A
4756,54,0,5,17,76,43,47,46,53,A
4757,45,76,53,60,57,24,65,55,55,B
4758,13,43,10,46,68,54,52,49,36,B
4759,3,67,91,37,37,46,29,46,24,A
4760,75,80,20,11,83,66,48,28,60,A
4761,36,73,91,5,86,48,21,28,67,A
4762,80,21,93,5,53,36,59,22,48,A
4763,4,70,38,72,63,43,37,34,51,B
4764,37,56,13,12,51,23,40,55,54,B
4765,26,3,87,4,39,66,28,28,67,A
4766,11,11,42,84,42,66,62,24,61,A
4767,88,54,73,41,60,65,57,31,63,B
4768,31,59,52,2,51,68,59,47,42,A
4769,77,69,76,83,60,31,42,54,54,B
4770,77,10,30,29,78,60,56,42,22,A
4771,41,16,38,54,74,39,28,26,24,A
4772,99,2,68,3,53,45,35,69,27,B
4773,4,68,80,60,43,53,24,26,63,B
4774,70,92,20,27,37,63,51,65,33,A
4775,18,12,60,67,75,24,50,21,36,A
4776,1,25,81,59,41,44,50,63,22,B
4777,36,56,42,35,65,27,54,30,40,A
4778,78,75,4,62,45,53,60,20,67,A
4779,71,5,7,42,80,49,32,35,25,B
4780,82,93,34,22,45,52,58,65,64,B
4781,19,0,26,66,55,24,31,53,41,A
4782,21,47,41,94,77,37,31,21,32,B
4783,39,0,87,84,40,24,44,30,28,B
4784,45,57,5,95,42,51,51,66,39,B
4785,28,60,1,97,39,34,46,54,69,A
4786,43,71,71,71,58,26,36,66,31,A
4787,9,6,68,34,83,28,55,44,63,B
4788,21,82,47,31,75,23,57,30,65,B
4789,89,62,17,92,46,37,45,20,52,A
4790,36,39,97,12,31,68,59,45,56,B
4791,98,40,87,98,41,48,59,33,41,B
4792,14,64,40,28,32,61,63,42,59,B
4793,1,86,47,74,67,65,23,65,36,B
4794,30,51,55,29,63,69,50,59,38,B
4795,12,70,61,23,87,54,20,64,37,A
4796,68,72,3,62,74,69,55,55,69,B
4797,44,67,70,31,51,49,54,27,29,A
4798,68,43,10,96,43,46,33,68,25,A
4799,27,57,98,42,37,31,49,61,67,A
4800,70,22,85,56,74,69,65,43,33,A
4801,4,45,25,11,43,40,23,60,39,B
4802,36,70,67,38,47,36,56,44,54,B
4803,56,61,96,96,30,54,68,46,47,B
4804,13,27,88,36,36,29,41,56,59,A
4805,60,64,57,82,87,47,27,40,34,B
4806,63,81,64,24,56,29,46,41,58,A
4807,21,90,1,11,53,63,44,34,24,A
4808,27,34,97,10,80,46,54,43,67,A
4809,96,32,25,11,59,38,30,44,30,B
4810,5,8,82,41,76,39,24,32,53,B
4811,25,7,7,28,61,33,48,45,22,B
4812,92,60,90,91,66,38,46,38,20,A
4813,98,0,23,77,79,36,37,37,45,B
4814,81,25,48,21,47,63,57,66,31,A
4815,32,51,53,84,50,50,58,22,62,B
4816,46,84,28,66,49,21,31,60,67,A
4817,83,74,95,32,34,50,41,29,28,B
4818,28,56,28,34,88,20,20,27,28,B
4819,91,2,99,46,43,23,25,69,65,B
4820,61,39,7,65,73,26,52,28,35,B
4821,75,36,46,75,66,24,30,24,63,A
4822,12,64,7,35,80,36,51,52,24,A
4823,63,45,52,99,53,51,60,32,66,A
4824,17,32,83,78,39,29,67,24,26,A
4825,39,94,61,68,59,29,55,61,47,A
4826,54,97,68,62,47,58,54,58,65,B
4827,62,79,87,14,44,52,45,20,49,A
4828,88,55,42,20,86,51,48,27,55,A
4829,6,91,24,76,50,66,35,40,45,A
4830,24,78,29,28,76,32,46,49,49,B
4831,55,9,18,52,73,30,46,67,57,B
4832,2,50,21,24,86,58,63,56,48,B
4833,37,98,61,43,61,44,26,27,51,A
4834,17,24,61,89,75,32,56,59,21,A
4835,22,28,19,90,41,23,59,62,30,A
4836,86,37,13,10,38,49,59,62,65,A
4837,81,2,93,6,89,33,26,56,26,A
4838,15,68,94,78,72,39,24,59,38,B
4839,12,22,77,25,40,35,52,32,27,A
4840,74,39,45,12,76,28,33,52,63,B
4841,3,39,67,48,89,57,40,59,20,B
4842,10,64,75,2,47,26,44,21,65,B
4843,75,25,57,8,74,57,57,61,68,B
4844,11,30,86,11,74,42,42,52,65,A
4845,58,84,74,8,53,29,66,54,29,A
4846,86,16,4,40,58,34,63,32,24,A
4847,15,39,86,62,69,69,59,66,38,A
4848,4,22,13,23,63,37,47,62,52,A
4849,96,38,32,71,47,28,54,30,62,A
4850,58,28,64,73,43,41,56,33,33,A
4851,28,6,14,13,36,67,41,64,63,B
4852,89,46,8,41,58,60,62,32,59,A
4853,37,21,13,86,43,35,36,45,21,B
4854,98,51,26,91,77,25,21,39,67,A
4855,74,91,61,74,41,47,36,22,66,B
4856,38,82,73,33,42,25,51,40,45,B
4857,3,65,45,94,51,39,49,59,54,A
4858,14,73,10,7,64,28,25,64,59,A
4859,83,55,85,28,63,44,65,60,25,A
4860,7,66,12,28,59,28,25,26,22,B
4861,3,81,61,68,65,68,31,56,66,A
4862,99,24,37,58,88,33,27,55,49,B
4863,43,70,2,32,65,30,61,23,61,A
4864,64,3,75,79,35,40,27,67,58,A
4865,0,21,44,28,76,62,20,25,53,A
4866,73,82,1,97,68,66,58,24,53,B
4867,30,11,44,98,77,41,21,42,68,B
4868,42,81,82,72,46,54,60,37,67,A
4869,21,14,45,3,78,55,36,21,68,B
4870,21,70,48,24,51,69,57,46,33,B
4871,44,37,66,31,46,39,20,36,52,A
4872,37,22,81,30,36,23,39,28,39,B
4873,94,22,86,91,88,47,31,68,68,B
4874,53,43,31,46,84,65,28,60,45,A
4875,88,98,65,88,63,30,43,56,58,B
4876,40,61,82,0,62,28,54,60,69,A
4877,86,26,35,7,86,63,50,45,33,A
4878,67,90,26,62,42,32,63,25,41,B
4879,2,38,83,75,57,37,23,37,49,A
4880,40,62,12,52,37,69,58,64,33,B
4881,97,98,69,34,68,25,48,43,22,A
4882,35,14,1,97,78,30,48,27,34,B
4883,53,18,94,30,31,38,36,66,41,B
4884,64,18,19,97,30,33,55,60,24,A
4885,80,37,56,44,33,43,51,20,62,B
4886,60,3,23,11,67,20,44,47,63,A
4887,48,34,10,83,81,23,34,37,66,A
4888,44,86,86,91,68,48,30,21,48,B
4889,28,27,95,60,37,47,26,49,62,A
4890,92,35,66,13,47,20,29,66,42,A
4891,31,9,73,56,53,45,30,22,32,B
4892,76,4,47,47,55,34,33,37,61,A
4893,93,24,93,90,52,56,38,25,35,B
4894,16,36,63,47,30,40,50,66,21,A
4895,79,53,67,29,87,22,22,40,42,B
4896,27,55,89,80,55,65,23,51,53,B
4897,27,8,30,6,60,56,30,34,48,B
4898,20,66,11,47,73,25,53,20,42,B
4899,54,59,13,92,53,36,27,30,65,B
4900,17,84,83,68,67,65,25,43,42,A
4901,86,16,5,71,77,27,29,34,43,B
4902,32,27,72,88,73,53,23,31,31,A
4903,15,74,63,41,89,20,60,41,31,B
4904,56,10,86,48,58,47,59,31,59,B
4905,50,25,40,90,48,69,29,38,52,B
4906,92,10,11,71,60,50,35,55,42,B
4907,9,11,72,40,81,25,38,66,63,A
4908,70,55,36,5,54,39,35,42,41,B
4909,32,35,56,53,58,57,26,50,57,B
4910,8,51,8,26,79,58,34,37,37,B
4911,33,33,1,24,88,50,64,43,50,A
4912,20,34,86,49,80,68,47,51,42,A
4913,29,52,27,40,38,25,32,38,25,A
4914,80,0,84,42,62,68,47,56,31,A
4915,0,93,52,62,53,30,25,63,62,B
4916,22,10,95,34,86,64,48,50,26,A
4917,61,62,3,52,87,37,60,42,60,B
4918,8,20,83,32,36,44,64,56,46,A
4919,71,82,82,86,32,36,45,57,31,B
4920,57,66,29,16,40,40,36,65,20,B
4921,45,36,93,81,67,52,43,25,44,B
4922,50,71,13,80,55,31,49,34,43,B
4923,81,95,30,72,46,62,56,45,67,A
4924,69,82,60,33,60,55,32,39,60,A
4925,53,48,81,52,63,21,37,24,52,A
4926,55,70,18,30,80,23,63,64,38,A
4927,61,16,36,68,38,67,55,42,37,A
4928,1,51,21,61,62,69,40,64,22,B
4929,5,13,10,75,87,57,37,52,55,A
4930,94,29,62,36,71,68,62,37,45,A
4931,98,74,24,44,34,64,31,59,62,A
4932,99,57,0,70,69,59,20,66,60,B
4933,98,28,46,97,66,45,56,48,40,A
4934,37,45,31,41,48,59,20,24,50,B
4935,33,27,0,42,59,44,33,35,61,B
4936,34,5,85,45,63,26,58,44,34,B
4937,93,70,4,58,55,60,24,47,24,A
4938,26,10,95,77,50,25,52,33,54,B
4939,78,96,87,99,78,34,45,62,38,B
4940,5,23,87,98,71,28,27,50,21,A
4941,45,38,55,46,60,22,37,21,62,B
4942,87,58,41,71,51,50,34,30,29,B
4943,34,58,48,25,79,69,65,23,29,A
4944,9,66,32,97,88,60,20,60,49,B
4945,52,57,14,23,49,29,67,21,48,A
4946,9,12,47,59,47,64,28,56,55,B
4947,57,50,74,16,84,60,64,62,34,B
4948,37,9,94,19,66,52,30,33,34,A
4949,64,30,7,25,77,59,37,36,52,B
4950,62,83,2,70,58,22,52,59,28,B
4951,0,55,21,81,66,48,30,41,25,A
4952,96,9,98,6,31,53,21,39,35,A
4953,45,82,94,51,70,26,58,51,50,A
4954,39,62,49,55,39,63,63,55,60,A
4955,46,86,2,10,89,37,36,35,39,B
4956,6,48,20,90,33,42,27,44,49,B
4957,29,36,70,29,71,27,63,34,25,A
4958,58,64,71,95,58,44,42,24,38,B
4959,86,13,82,29,72,49,30,29,57,B
4960,13,61,94,97,79,30,57,21,50,A
4961,91,70,5,35,30,67,68,48,34,B
4962,47,51,4,26,54,31,28,54,29,A
4963,14,64,6,45,35,22,52,35,39,A
4964,20,87,0,54,42,63,64,53,67,A
4965,0,20,27,95,49,37,25,68,66,B
4966,17,6,0,12,69,23,64,48,31,A
4967,47,68,81,81,47,34,25,51,51,B
4968,58,12,9,9,31,64,65,23,27,A
4969,29,7,97,45,42,54,64,49,52,B
4970,4,29,92,4,67,53,40,60,60,A
4971,84,23,80,4,81,50,69,56,33,B
4972,80,42,80,9,45,31,69,41,50,A
4973,12,81,92,87,77,31,36,44,40,B
4974,58,88,43,95,61,66,66,69,44,B
4975,43,34,69,23,77,31,22,33,22,A
4976,73,73,59,69,84,20,56,67,21,A
4977,58,5,43,3,42,21,53,29,58,B
4978,10,97,66,71,82,68,54,23,64,B
4979,41,0,4,99,56,27,46,42,25,B
4980,87,69,47,47,51,39,68,59,30,A
4981,17,4,13,41,67,39,40,51,58,A
4982,64,27,73,9,82,54,55,51,28,B
4983,4,41,79,16,86,53,64,33,20,B
4984,53,35,95,58,59,55,58,48,62,B
4985,62,17,52,37,40,62,40,39,68,B
4986,31,21,93,35,35,49,69,26,25,B
4987,35,43,92,64,53,46,66,39,52,A
4988,50,22,62,88,41,23,52,24,31,A
4989,27,43,8,16,85,32,21,68,33,A
4990,94,80,92,60,58,36,59,29,35,A
4991,8,31,16,25,39,56,64,37,34,A
